pid,autonomy,auto_grouped,human_traj_err,robot_traj_err,overall_traj_err,tapping_err_short,tapping_err_long,tapping_err_ave,pupil_diameter,left_index,right_index,pupil_index,tlx_mental,tlx_physical,tlx_hurried,tlx_insecure,tlx_hard,tlx_successful,tlx_ave,mdmt_reliable,mdmt_capable,mdmt_predictable,mdmt_skilled,mdmt_counton,mdmt_competent,mdmt_consistent,mdmt_meticulous,mdmt_reliable_ave,mdmt_capable_ave,mdmt_ave,per_auto,single_trust,order,trust_tech,play_games,play_music,noisy_robot
16,0.8,high,4.874907188482168,0.0,0.9749814376964274,-5.522928237915039,-7.01209286848704,-6.115271380500001,3.5562415757361125,2.075,1.975,2.025,1.0,1.0,2.0,1.0,2.0,6.0,2.1666666666666665,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.75,7.0,6.875,9,8.0,dec,5,1,1,no
17,0.6,high,2.52909054504534,0.0,1.0116362180181324,14.70985531806949,9.067520250876774,12.225289609999995,3.722424900598652,2.3,2.075,2.1875,11.0,1.0,4.0,2.0454545454545454,9.0,9.0,7.0,6.0,6.0,5.0,6.0,4.0,5.0,4.0,4.0,6.023809523809524,5.25,5.0,9,9.0,inc,5,5,1,no
17,0.8,high,2.3212246245330124,0.0,0.464244924906595,15.280558400683931,14.682106447440596,14.779348464999998,3.604183410244379,2.1,2.1500000000000004,2.125,7.0,1.0,4.0,2.0454545454545454,7.0,6.0,5.333333333333333,6.0,7.0,6.0,7.0,5.0,6.0,6.0,6.0,5.75,6.5,6.125,10,9.0,inc,5,5,1,no
17,0.4,low,1.9043530695365103,0.0,1.142611841721905,6.184904476006806,5.194718043009416,5.173806837499997,4.221284230922038,2.0,1.95,1.975,13.0,1.0,3.0,7.0,10.0,9.0,7.166666666666667,3.0,5.0,4.0,7.0,7.0,3.0,4.0,7.0,4.5,5.5,5.0,3,10.0,inc,5,5,1,no
17,0.0,low,2.1483142272175426,0.0,2.1483142272175426,20.78931689262388,5.789099931716917,13.830844275,4.081172405631063,1.9,2.0250000000000004,1.9625,14.0,1.0,5.0,8.0,10.0,13.0,8.5,3.0,5.0,3.0,7.0,7.0,5.0,2.0,7.0,3.75,6.0,4.875,5,8.0,inc,5,5,1,no
17,0.2,low,2.244311253099762,0.0,1.7954490024798124,14.09881591796875,6.905861695607504,10.0643424725,3.9149630233216177,1.9,1.875,1.8875,15.0,1.0,5.0,9.0,12.0,11.0,8.833333333333334,4.0,5.0,4.0,2.0,7.0,4.0,2.0,2.0,4.25,3.25,3.75,6,7.0,inc,5,5,1,no
18,0.4,low,2.6664398282823365,0.0,2.232420355553471,7.7453029486868115,15.468823923556918,10.324792090000004,3.808170874781414,2.3,2.375,2.3375,11.0,3.0,15.0,10.0,17.0,7.0,10.5,3.0,3.0,7.0,2.0,1.0,2.0,2.0,1.0,3.25,2.0,2.625,2,3.0,dec,3,6,1,no
18,0.0,low,3.4071902968596928,0.0,3.4071902968596928,3.143416939911617,5.897503205877378,4.898707691154412,3.750615057767828,2.5250000000000004,2.4000000000000004,2.4625,7.0,4.0,10.0,6.0,14.0,7.0,8.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.75,4.75,4.75,2,3.0,dec,3,6,1,no
18,0.6,high,2.387272207605728,0.0,0.9549088830422876,6.471132834752398,20.82127862506443,12.848975406,3.804596064915156,2.475,2.5250000000000004,2.5,6.0,3.0,10.0,4.0,5.0,6.0,5.666666666666667,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.75,5.0,4.875,7,7.0,dec,3,6,1,no
18,0.2,low,3.6274963226796495,0.0,2.9019970581437176,9.502140904466284,5.897503205877378,15.797101184499995,3.670102021663761,2.425,2.55,2.4875,7.0,4.0,10.0,6.0,11.0,5.0,7.166666666666667,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4,5.0,dec,3,6,1,no
18,0.8,high,2.3193639915335926,0.0,0.4638727983067149,7.051334381103516,18.49886410766177,12.038811426,3.6587772678035178,2.225,2.375,2.3,7.0,7.0,9.0,6.0,6.0,3.0,6.333333333333333,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.5,6.0,5.75,8,8.0,dec,3,6,1,no
19,0.4,low,1.7804919914117077,0.0,1.0682951948470223,6.712266579270359,3.835810058646709,5.2950426235000005,4.088169858594968,2.159375,2.17421875,2.166796875,11.0,6.0,9.0,3.0,5.0,6.0,6.666666666666667,6.0,5.0,6.0,5.0,2.0,3.0,5.0,5.0,4.75,4.5,4.625,2,4.0,inc,6,7,5,no
19,0.0,low,1.78291790229621,0.0,1.78291790229621,15.768548647562636,10.402127918269905,12.97434011725,2.8991516367155152,2.0,1.875,1.9375,10.0,7.0,10.0,3.0,7.0,6.0,7.166666666666667,5.0,5.0,5.0,5.0,3.0,6.0,6.0,5.0,4.75,5.25,5.0,4,4.0,inc,6,7,5,no
19,0.2,low,2.02182932079794,0.0,1.61746345663835,1.9272335370381584,0.8646022942330998,1.4549529842500002,2.783113195964992,1.925,1.75,1.8375,7.0,5.0,6.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,6.0,6.0,5.0,5.0,5.5,5.25,5,4.0,inc,6,7,5,no
19,0.6,high,2.279841509457585,0.0,0.91193660378303,-1.62666037678719,-0.887943506240852,-1.3367187962499996,2.859275766035278,1.1,1.275,1.1875,5.0,4.0,7.0,3.0,2.0,3.0,4.0,6.0,6.0,6.090909090909091,5.0,5.0,6.0,5.0,6.0,5.0,5.75,5.375,6,7.869565217391305,inc,6,7,5,no
19,0.8,high,2.9922517225872447,0.0,0.5984503445174449,2.6506435871124268,3.936363259951275,3.18612494975,2.559468144986371,1.75,2.025,1.8875,3.0,2.0,4.0,2.0,2.0,3.0,2.6666666666666665,6.0,7.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,6.25,6.125,8,4.0,inc,6,7,5,no
20,0.4,low,2.6664398282823365,0.0,4.552236839609092,-1.6212559739748142,3.798148930072761,0.7455325500000001,3.4899964307935,2.5,2.55,2.525,6.0,1.0,9.0,11.0,7.0,14.0,8.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.5,1.5,1.5,1,1.0,dec,6,1,2,no
20,0.0,low,3.8184548887548297,0.0,3.8184548887548297,-2.2345883647600697,15.58359488844872,5.684604195000002,3.308790260228457,2.375,2.55,2.4625,7.0,6.0,7.0,10.0,12.0,15.0,9.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.75,0.5,0.625,1,1.0,dec,6,1,2,no
20,0.2,low,3.1917763918747504,0.0,2.5534211134998004,10.870552294784108,22.85742322603864,16.245487389,3.292745889357664,2.45,2.475,2.4625,6.0,5.0,7.0,8.0,8.0,10.0,7.333333333333333,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.75,1.5,1.625,3,3.0,dec,6,1,2,no
20,0.6,high,2.6862216564009325,0.0,1.07448866256037,12.930188179016112,5.6032663747221525,21.645964784,3.2837933491664613,2.7,2.525,2.6125,6.0,6.0,6.0,7.0,6.0,11.0,7.0,5.9,2.0,2.0,5.809523809523809,2.0,3.0,1.0,1.0,1.75,5.8125,5.511904761904762,3,3.0,dec,6,1,2,no
20,0.8,high,3.088389441515215,0.0,0.6176778883030375,-12.383876343568083,5.6032663747221525,4.103439797500002,3.2372502628706545,2.6500000000000004,2.575,2.6125,4.0,4.0,6.0,6.0,5.0,10.0,5.833333333333333,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.5,2.75,2.625,4,3.0,dec,6,1,2,no
21,0.6,high,2.357939545707008,0.0,0.9431758182828,1.1276429560449364,13.21214775244394,6.369751090999999,2.782402623811568,2.7,2.575,2.6375,2.0,2.0,10.0,1.0,7.0,4.0,4.333333333333333,6.0,7.0,5.0,7.0,6.0,6.0,6.0,5.0,5.75,6.25,6.0,7,7.0,inc,7,6,1,no
21,0.4,low,2.2609336035758503,0.0,1.35656016214551,8.934594939152397,2.8594114383061706,6.026120507499999,2.9497468303951537,2.625,2.525,2.575,2.0,3.0,10.0,1.0,10.0,6.0,5.333333333333333,5.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,3.5,4.25,3.875,4,3.0,inc,7,6,1,no
21,0.0,low,2.14655979676272,0.0,2.14655979676272,5.89533805847168,7.02904999256134,6.351924693999999,2.8502559252403006,2.625,2.65,2.6375,2.0,1.0,10.0,1.0,10.0,13.0,6.166666666666667,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.75,4.0,3.375,2,3.0,inc,7,6,1,no
21,0.8,high,2.856498740102675,0.0,0.57129974802053,7.174146672089897,4.958628570591959,5.63580971725,2.742948556734734,2.6,2.7,2.6499999999999995,1.0,1.0,10.0,1.0,7.0,4.0,4.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.25,6.75,6.5,9,10.0,inc,7,6,1,no
21,0.2,low,2.939437851892865,0.0,2.35155028151429,-2.1149321893850823,2.248862923847321,-0.1538201907499985,2.8691124908046874,2.575,2.575,2.575,2.0,3.0,10.0,1.0,12.0,12.0,6.666666666666667,4.0,5.0,3.0,3.0,3.0,5.0,6.0,4.0,4.0,4.25,4.125,6,5.0,inc,7,6,1,no
22,0.4,low,2.6632333123627228,0.0,1.5979399874176303,14.144974897305184,12.176754772663127,13.283609427,3.055738744762929,2.025,2.0,2.0125,11.0,7.0,12.0,3.0,16.0,7.0,9.333333333333334,5.0,6.0,6.0,4.0,0.0,4.0,4.0,4.0,3.75,4.5,4.125,5,7.0,dec,5,1,1,no
22,0.0,low,1.5430286183544175,0.0,1.5430286183544175,-10.224037170410156,10.842039585113524,-0.3887364974999983,2.908425404576564,1.8,1.5750000000000002,1.6875,4.0,5.0,7.0,6.0,7.0,11.0,6.666666666666667,4.0,4.0,3.0,3.0,7.0,4.0,4.0,3.0,4.5,3.5,4.0,7,6.0,dec,5,1,1,no
22,0.2,low,1.4791635892095276,0.0,1.1833308713676225,0.2908263603846164,7.187086608674794,3.38029098,2.9368420310648204,2.4,2.4000000000000004,2.4,5.0,5.0,6.0,4.0,11.0,8.0,6.5,4.0,5.0,4.0,4.0,1.0,5.0,4.0,3.0,3.25,4.25,3.75,7,6.0,dec,5,1,1,no
22,0.6,high,2.6891484427274976,0.0,1.0756593770909948,3.1897359093030166,7.468043102158436,5.412572429999999,2.9501509912902835,2.225,2.15,2.1875,3.0,3.0,5.0,5.0,10.0,7.0,5.5,6.0,6.0,6.0,6.0,4.0,4.0,5.173913043478261,3.0,4.0,4.75,4.375,3,6.0,dec,5,1,1,no
22,0.8,high,3.574840904981708,0.0,0.7149681809963375,-6.148944795131696,5.35402140683598,-1.0365153750000005,2.99909536851381,2.3,2.375,2.3375000000000004,2.0,2.0,2.0,2.0,5.0,8.0,3.5,7.0,7.0,7.0,7.0,0.0,6.0,6.0,4.0,5.0,6.0,5.5,9,9.0,dec,5,1,1,no
23,0.4,low,2.1780809594972346,0.0,1.3068485756983377,24.27078925900988,16.016686997479862,20.5911123495,3.882305733788823,1.625,1.95,1.7875,18.0,14.0,8.0,11.0,16.0,5.0,12.0,6.0,5.0,5.0,4.0,2.0,4.0,4.0,7.0,4.25,5.0,4.625,7,4.0,inc,5,5,4,no
23,0.6,high,3.04026827804807,0.0,1.216107311219225,7.268682271242143,11.496094763278972,9.0892463,3.8693859655843696,1.4500000000000002,1.9,1.675,1.0,1.0,1.0,1.0,5.0,5.0,2.333333333333333,6.0,6.0,7.0,7.0,5.0,5.0,5.0,6.0,5.75,6.0,5.875,10,9.0,inc,5,5,4,no
23,0.8,high,3.6592598689519127,0.0,0.7318519737903749,9.869060516357422,9.517133037249248,9.258514910000002,3.9061578534794297,1.75,1.875,1.8125,2.0,1.0,1.0,1.0,11.0,4.0,3.333333333333333,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.75,5.5,5.625,8,8.0,inc,5,5,4,no
23,0.0,low,2.3940277862803274,0.0,2.3940277862803274,13.527764181296014,8.637388723867927,10.9451910575,3.953548804490204,1.475,1.75,1.6124999999999998,9.0,4.0,13.0,6.0,10.0,8.0,8.333333333333334,5.0,4.0,3.0,4.0,4.0,4.0,3.0,7.0,3.75,4.75,4.25,6,6.0,inc,5,5,4,no
23,0.2,low,2.3438410659823177,0.0,1.8750728527858505,3.085759878158578,12.563052773475643,7.155218357499999,3.7796190721485887,1.775,1.975,1.875,6.0,4.0,8.0,3.0,7.0,7.0,5.833333333333333,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.75,4.5,4.625,7,6.0,inc,5,5,4,no
24,0.4,low,3.49969001521737,0.0,2.09981400913042,-3.4514757990837177,5.30459702014921,0.4875872035000004,3.1443972246980096,2.625,2.425,2.525,6.0,1.0,2.0,1.0,10.0,12.0,5.333333333333333,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.75,2,1.0,dec,6,1,3,no
24,0.0,low,2.3459414047968927,0.0,2.3459414047968927,-10.0044766068459,7.307992585831202,-2.096043588749998,2.9508034920222936,2.5,2.575,2.5375,3.0,1.0,2.0,1.0,7.0,13.0,4.5,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,2.5,0.0,1.25,1,1.0,dec,6,1,3,no
24,0.6,high,3.8915131097948654,0.0,0.873496486885842,9.991781214873027,5.719297627607975,8.09289961925,3.0131544372316954,2.475,2.475,2.475,3.0,1.0,1.0,1.0,8.0,11.0,4.166666666666667,5.9,5.391304347826087,3.0,5.809523809523809,0.0,5.409090909090909,3.0,0.0,1.75,5.8125,5.511904761904762,3,7.136363636363637,dec,6,1,3,no
24,0.8,high,5.156217465254498,0.0,1.0312434930508974,5.153391639391561,5.6506163279215365,5.3367655975,3.000034578134847,2.65,2.425,2.5375000000000005,2.0,1.0,2.0,1.0,8.0,10.0,4.0,5.9,2.0,4.0,5.809523809523809,0.0,5.409090909090909,4.0,0.0,2.0,5.8125,5.511904761904762,2,7.136363636363637,dec,6,1,3,no
24,0.2,low,3.5572880167417,0.0,2.84583041339336,1.5459078550338743,7.153260707855223,3.974551823499999,2.903579117111998,2.05,2.275,2.1625,4.0,1.0,1.0,1.0,6.0,12.0,4.166666666666667,0.0,1.0,6.0,2.0,0.0,0.0,6.0,1.0,3.0,1.0,2.0,1,1.0,dec,6,1,3,no
25,0.6,high,3.3892726935119075,2.3702445253386726,1.7330487467900275,0.5537041028340619,-5.418722290131767,-2.100707627372975,4.43017280225,4.9750000000000005,5.15,5.0625,10.0,9.0,9.0,7.0,13.0,11.0,9.833333333333334,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.25,2.25,2.25,5,4.0,dec,4,4,1,yes
25,0.4,low,3.2256571116832675,2.3749359854564625,1.893510106033108,10.023962010939863,4.613050371408495,7.58725773505489,4.564407479750001,5.25,5.275,5.262499999999999,6.0,3.0,13.0,6.0,12.0,8.0,8.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.75,3.0,2.875,3,3.0,dec,4,4,1,yes
25,0.0,low,3.0739980196897627,2.38820263460804,1.6901272707092434,3.1442889571189605,4.303491355644324,3.575380983543967,4.38954630525,5.0,4.875,4.9375,11.0,8.0,14.0,11.0,15.0,7.0,11.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0,3.75,2,4.0,dec,4,4,1,yes
25,0.2,low,2.504685249960545,2.334712356070445,2.005873156417795,8.267822265625,-1.4594382047653198,3.654710893277768,4.3757781825,4.95,4.75,4.85,10.0,10.0,10.0,10.0,13.0,5.0,9.666666666666666,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.25,2.75,3.0,2,3.0,dec,4,4,1,yes
25,0.8,high,6.332396154796325,2.313087800459675,2.0292345940619425,10.24998823801672,5.1345437765121416,7.9482764005660735,4.356589045,5.1,5.225,5.1625,10.0,5.0,11.0,11.0,8.0,13.0,9.666666666666666,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.25,2.5,2.375,8,3.0,dec,4,4,1,yes
26,0.4,low,1.8542334758968024,2.385909258809267,1.2275419493708626,1.316828727722168,-16.880123615264893,5.360405471769758,3.437777978009647,5.15,5.199999999999999,5.175,7.0,3.0,5.0,2.225806451612903,12.0,8.0,7.5,3.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,4.25,4.125,3,3.0,inc,5,4,5,yes
26,0.6,high,2.423246580677863,2.312402330501985,1.4542853635249076,9.827574273108176,16.58823622597589,1.5882362200000002,3.234578350166599,5.200000000000001,5.2,5.2,2.0,2.0,2.0,5.0,9.0,15.0,5.833333333333333,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.5,4,2.0,inc,5,4,5,yes
26,0.8,high,4.552444268639134,2.3742959812828524,1.949604895774208,7.572443286577887,-5.2595812082290685,1.7397048794999996,3.3312712094184094,5.2,5.225,5.2125,3.0,4.0,2.0,4.0,7.0,13.0,5.5,5.0,5.0,5.0,2.0,3.0,5.0,3.0,2.0,4.0,3.5,3.75,6,4.0,inc,5,4,5,yes
26,0.0,low,1.5861312701152652,2.3328777658280724,1.5861312701152652,9.761640121263484,12.319548461172284,-1.3578667195000005,3.375337084587337,5.3500000000000005,5.375,5.362499999999999,2.0,2.0,4.0,6.0,10.0,15.0,6.5,3.921739130434783,4.434782608695652,4.327433628318584,4.215517241379311,3.739130434782609,4.241379310344827,4.504273504273504,3.7767857142857135,4.123144174452371,4.167116218676376,4.145130196564374,1,1.0,inc,5,4,5,yes
26,0.2,low,1.56188561088269,2.3691002698245827,1.2511403270102677,5.660654554764438,-1.5633095469739744,2.624917214249999,3.290893728753105,4.95,5.125,5.0375,4.0,2.0,2.0,2.0,4.0,6.0,3.333333333333333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,7.0,inc,5,4,5,yes
27,0.4,low,1.991410377642145,2.332784375231097,1.2323366951165573,8.05840200537608,9.388454387487927,5.242473606249998,5.830081961158,5.125,4.703448275862069,4.713333333333335,8.0,4.0,7.0,7.0,6.0,10.0,7.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.25,3.0,3.125,3,3.0,dec,4,5,2,yes
27,0.6,high,2.508514668571035,2.3742959812828524,1.4960134469016748,7.612890005111651,8.92313515974419,8.195221185000001,5.723407911289149,5.025,5.1,5.0625,11.0,4.0,4.0,8.0,9.0,14.0,8.333333333333334,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,1.75,2.75,2.25,3,3.0,dec,4,5,2,yes
27,0.8,high,3.2841819203715152,2.3135035259737724,1.827486412751188,5.008578797181412,6.560234427452125,5.71387681025,5.6873242467073695,5.199999999999999,5.175,5.1875,9.0,5.0,6.0,6.0,11.0,14.0,8.5,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.25,2.75,2.5,4,3.0,dec,4,5,2,yes
27,0.0,low,1.160946077694415,2.37019830316919,1.160946077694415,5.659910539786015,8.046323789490595,6.7244842922500005,5.48505365791643,4.7,4.925,4.8125,3.0,3.0,4.0,4.0,5.0,9.0,4.666666666666667,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.75,3.0,3.375,5,4.0,dec,4,5,2,yes
27,0.2,low,1.4847080708072,2.385909258809267,1.171975231792655,8.05840200537608,13.228072524070736,3.67562335725,5.523085558594604,5.3,5.1000000000000005,5.2,3.0,2.0,3.0,3.0,4.0,6.0,3.5,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,3.75,3.875,6,5.0,dec,4,5,2,yes
28,0.4,low,2.595621924000108,2.3701080746993948,1.7362833008637677,2.751021385192871,3.616708914438883,3.29924331775,4.04780788664937,5.0,5.050000000000001,5.025,9.0,5.0,8.0,3.0,14.0,8.0,7.833333333333333,3.921739130434783,4.434782608695652,4.327433628318584,4.215517241379311,3.739130434782609,4.241379310344827,4.504273504273504,3.7767857142857135,4.123144174452371,4.167116218676376,4.145130196564374,2,4.0,inc,5,3,2,yes
28,0.0,low,3.06575573126446,2.312402330501985,1.669391173861117,9.291798273722325,2.486206574572467,6.215908400250001,3.766227957588833,4.775,4.924999999999999,4.85,7.0,4.0,10.0,4.0,7.0,5.0,6.166666666666667,3.921739130434783,4.434782608695652,4.327433628318584,4.215517241379311,3.739130434782609,4.241379310344827,4.504273504273504,3.7767857142857135,4.123144174452371,4.167116218676376,4.145130196564374,1,3.0,inc,5,3,2,yes
28,0.2,low,2.1525097104323097,2.387101439136252,1.708041649350615,9.761640121263484,13.183015882968917,2.0809133300000004,3.807948728199389,5.075,5.4,5.237500000000001,3.0,5.0,8.0,2.0,8.0,3.0,4.833333333333333,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.75,4.25,4.5,5,4.0,inc,5,3,2,yes
28,0.6,high,3.276354670234382,2.3328777658280724,1.7451417333904575,11.271446744600985,-0.5664638512664053,5.765230558999999,3.628756332556892,5.0,5.075,5.0375,7.0,7.0,9.0,5.0,8.0,6.0,7.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,2.0,inc,5,3,2,yes
28,0.8,high,5.899853126015585,2.37542831154358,2.1195925852346096,7.502165933450047,-1.8250517547130376,3.3567358505,3.588629385147597,4.75,5.075,4.9125,9.0,4.0,10.0,7.0,10.0,10.0,8.333333333333334,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.75,2.0,2.375,8,2.0,inc,5,3,2,yes
29,0.6,high,4.337205925,2.369100275,1.94996295,8.65015529242215,35.237304121255846,9.297383646739815,5.614665191375001,4.55,4.300000000000001,4.425,15.0,11.0,18.0,5.545454545454546,7.695652173913044,10.0,7.242424242424241,4.0,5.0,5.0,6.0,4.0,6.0,4.0,4.0,4.25,5.25,4.75,6,5.0,dec,6,5,6,yes
29,0.4,low,2.74236115,2.3870416000000003,1.7164667750000002,7.738629480202968,21.389625668525685,13.9436277455,5.657220242875,4.675000000000001,4.703448275862069,4.125,17.0,18.0,17.0,11.0,16.0,7.0,14.333333333333334,5.0,5.0,6.0,6.0,5.0,4.0,6.0,4.0,5.5,4.75,5.125,5,4.0,dec,6,5,6,yes
29,0.0,low,1.963717325,2.374295975,1.963717325,6.255695819854736,2.280455430348713,4.268075624999998,5.433200472125,4.575,4.703448275862069,4.1625,20.0,20.0,18.0,20.0,20.0,9.0,17.833333333333332,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.25,3,3.0,dec,6,5,6,yes
29,0.8,high,4.75468535,2.333978975,1.966095825,10.490873157978026,15.914025372929054,13.202449265,5.6340487203750005,4.6,4.175,4.3875,7.304347826086956,5.956521739130435,20.0,5.545454545454546,17.0,13.0,7.242424242424241,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.25,3.75,3.5,5,5.0,dec,6,5,6,yes
29,0.2,low,1.822385975,2.31245025,1.42476575,5.38001656532287,21.287100513776146,12.610509269,5.495091069,4.8,4.5,4.65,16.0,14.0,10.0,13.0,11.0,4.0,11.333333333333334,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.75,5.75,5.75,8,6.0,dec,6,5,6,yes
30,0.4,low,2.099258592311965,2.3691002698245827,2.0106387359998625,18.700013160705566,18.494104544321697,5.360405471769758,3.551273540136387,5.1,5.425,5.2625,1.0,9.0,10.0,1.0,14.0,5.0,6.666666666666667,5.0,7.0,7.0,5.0,4.0,7.0,7.0,5.0,5.75,6.0,5.875,9,6.0,inc,7,2,1,yes
30,0.0,low,3.1096789029700247,2.3135035259737724,1.669391173861117,25.765275127357885,19.33118118180169,5.360405471769758,3.4906902029485485,5.050000000000001,5.175000000000001,5.1125,13.0,5.0,12.0,1.0,14.0,7.0,8.666666666666666,3.0,6.0,4.0,7.0,6.0,6.0,4.0,6.0,4.25,6.25,5.25,4,2.0,inc,7,2,1,yes
30,0.2,low,2.977953383425478,2.385909258809267,2.3585941076500228,6.89003159602482,9.692955803540023,8.136728359961216,3.4320387473089657,4.825,5.125,4.975,15.0,1.0,12.0,1.0,11.0,3.0,7.166666666666667,4.265067466266867,7.0,6.0,7.0,6.0,7.0,7.0,4.269209956709957,6.5,7.0,6.75,8,9.0,inc,7,2,1,yes
30,0.6,high,4.681004969232265,2.3742959812828524,2.2847263702062848,19.75860372185704,15.726841092109677,17.92598434469915,3.367866609872943,5.225,5.074999999999999,5.15,16.0,3.0,12.0,3.0,9.0,1.0,7.333333333333333,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.147727272727273,7.0,3.6008346273291925,7,8.0,inc,7,2,1,yes
30,0.8,high,3.700039303619199,2.332877765828073,2.277461994655465,16.326551437377923,11.689128478368144,14.265474566706908,3.338851783446569,4.95,4.725,4.8375,10.0,3.0,12.0,3.0,14.0,3.0,7.5,5.0,7.0,6.0,7.0,5.0,6.0,5.0,6.0,5.25,6.5,5.875,6,4.0,inc,7,2,1,yes
31,0.4,low,3.08654025,2.38590925,1.7755373249999995,5.577054023742676,4.305429458618164,4.917136739801478,4.881209712312153,5.05,5.1,5.074999999999999,6.0,5.0,13.0,3.0,10.0,15.0,8.666666666666666,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.25,4.5,4.375,1,3.0,dec,7,7,7,yes
31,0.0,low,2.4120207,2.37024455,2.4120207,-0.5093097686767654,6.128854552904754,2.5080376502239234,4.627020686247064,4.7,4.875,4.7875,5.0,5.0,7.0,4.0,7.0,7.628571428571429,7.333333333333333,1.0,3.0,4.0,1.0,2.0,2.0,4.0,0.0,2.75,1.5,2.125,2,2.0,dec,7,7,7,yes
31,0.2,low,2.4705963250000003,2.332877775,1.911216675,3.4204990665118227,3.521960245238413,3.471229655875118,4.434933395631672,4.765625,3.8,4.713333333333335,5.0,7.0,5.0,4.0,5.0,13.0,6.5,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.25,3.75,4.0,3,6.0,dec,7,7,7,yes
31,0.6,high,3.2671622,2.314267975,1.5915807,5.324185192584961,6.676583290100107,6.002280915325327,4.726531589357972,4.75,4.925,4.8375,8.0,6.0,11.0,4.0,5.0,19.0,8.833333333333334,2.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,2.5,1.75,6,3.0,dec,7,7,7,yes
31,0.8,high,4.33070285,2.3742959750000003,1.99185755,6.183025439580248,5.215102682511052,5.752837547549497,4.730828327778826,5.15,5.2250000000000005,5.1875,6.0,5.0,8.0,4.0,7.0,19.0,8.166666666666666,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.75,1.5,1.625,8,3.0,dec,7,7,7,yes
32,0.4,low,1.76428583765731,2.312402330501985,1.31459570839927,2.3867594699064765,4.851942658424374,3.5072972828691613,4.88558482427926,4.55,3.55,4.05,4.0,5.0,5.0,2.0,7.0,7.0,5.0,4.0,5.0,6.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,5,7.0,inc,6,7,1,yes
32,0.0,low,1.4912866808036052,2.369006879227608,1.4912866808036052,4.123645027478532,2.36648182074228,3.3249344789620565,4.884159963198308,4.525,4.05,4.2875000000000005,6.0,4.0,9.0,5.0,4.0,7.0,5.833333333333333,4.0,5.0,6.0,4.0,4.0,6.0,5.0,4.0,4.75,4.75,4.75,7,7.0,inc,6,7,1,yes
32,0.2,low,1.7218622815998952,2.375471668808895,1.39161185409316,13.666715621948242,5.44546365737915,9.529137787995516,4.755578879935232,3.925,3.775,3.85,3.0,3.0,3.0,3.0,4.0,5.0,3.5,6.0,7.0,7.0,6.0,4.307246376811594,7.0,6.0,4.269209956709957,6.5,6.75,6.625,8,9.0,inc,6,7,1,yes
