StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q3_2,Q3_3,Q3_10,Q3_11,Q3_12,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q5_1,Q5_2
14/09/2023 11:33,14/09/2023 11:34,0,128.250.0.206,100,69,1,14/09/2023 11:34,R_3j36a0iSIe1jQWQ,,,,,-37.8159,144.9669,anonymous,EN,P20,4,6,5,7,8,8,11,3,2,3,3,3,3,2,2,3,3
14/09/2023 12:24,14/09/2023 12:26,0,128.250.0.206,100,145,1,14/09/2023 12:26,R_2U5RsZlwB0rDDUd,,,,,-37.8159,144.9669,anonymous,EN,P21,3,2,3,10,1,10,15,6,6,3,5,3,5,6,5,4,3
14/09/2023 12:31,14/09/2023 12:33,0,128.250.0.206,100,98,1,14/09/2023 12:33,R_1Q5yl0h487TPlVO,,,,,-37.8159,144.9669,anonymous,EN,P21,5,2,1,10,1,10,8,4,5,3,5,3,5,5,5,2,3
14/09/2023 12:37,14/09/2023 12:38,0,128.250.0.206,100,74,1,14/09/2023 12:38,R_1K2rmmT0xo2pA8r,,,,,-37.8159,144.9669,anonymous,EN,P21,4,2,3,10,1,12,9,5,6,4,4,4,6,7,5,6,5
14/09/2023 12:42,14/09/2023 12:43,0,128.250.0.206,100,65,1,14/09/2023 12:43,R_332S0hBepQKnJcP,,,,,-37.8159,144.9669,anonymous,EN,P21,2,2,2,10,1,7,17,7,8,6,8,7,7,7,6,7,7
14/09/2023 12:48,14/09/2023 12:49,0,128.250.0.206,100,53,1,14/09/2023 12:49,R_QmpcB2d7eDOld73,,,,,-37.8159,144.9669,anonymous,EN,P21,1,1,1,10,1,7,17,7,8,7,8,7,8,8,7,9,10
14/09/2023 14:20,14/09/2023 14:23,0,128.250.0.206,100,198,1,14/09/2023 14:23,R_3dX4hVJJdcLvOQU,,,,,-37.8159,144.9669,anonymous,EN,P22,3,11,7,12,3,16,14,6,7,7,5,,5,5,5,5,7
14/09/2023 14:28,14/09/2023 14:29,0,128.250.0.206,100,73,1,14/09/2023 14:29,R_3eZbX7HyxCHZtMB,,,,,-37.8159,144.9669,anonymous,EN,P22,2,3,3,5,5,10,14,7,7,7,7,5,5,,4,3,6
14/09/2023 14:33,14/09/2023 14:34,0,128.250.0.206,100,65,1,14/09/2023 14:34,R_2ctL5KSFnJIN5CY,,,,,-37.8159,144.9669,anonymous,EN,P22,1,2,2,2,2,5,13,8,8,8,8,,7,7,5,9,9
14/09/2023 14:38,14/09/2023 14:39,0,128.250.0.206,100,66,1,14/09/2023 14:39,R_pc7XpAB5uFJXHVL,,,,,-37.8159,144.9669,anonymous,EN,P22,5,4,5,7,6,7,10,5,5,4,4,8,5,5,4,7,6
14/09/2023 14:43,14/09/2023 14:44,0,128.250.0.206,100,75,1,14/09/2023 14:45,R_1gN0aTcLQ8ttOKW,,,,,-37.8159,144.9669,anonymous,EN,P22,4,5,5,6,4,11,13,5,6,5,5,2,6,5,4,7,6
14/09/2023 15:56,14/09/2023 15:58,0,128.250.0.206,100,84,1,14/09/2023 15:58,R_3GqbsNqpuFQDmAi,,,,,-37.8159,144.9669,anonymous,EN,P23,3,18,14,8,11,16,16,7,6,6,5,3,5,5,8,7,4
14/09/2023 16:03,14/09/2023 16:04,0,128.250.0.206,100,65,1,14/09/2023 16:04,R_AKzGixsJrgMmLhn,,,,,-37.8159,144.9669,anonymous,EN,P23,5,9,4,13,6,10,13,6,5,4,5,5,5,4,8,6,6
14/09/2023 16:08,14/09/2023 16:09,0,128.250.0.206,100,65,1,14/09/2023 16:09,R_1Zz8o7Qs5rsQ2XL,,,,,-37.8159,144.9669,anonymous,EN,P23,4,6,4,8,3,7,14,7,6,6,6,5,5,5,5,7,6
14/09/2023 16:13,14/09/2023 16:14,0,128.250.0.206,100,61,1,14/09/2023 16:14,R_2ca211nstR16GGJ,,,,,-37.8159,144.9669,anonymous,EN,P23,2,,,,1,5,16,7,7,8,8,6,6,6,7,10,9
14/09/2023 16:18,14/09/2023 16:19,0,128.250.0.206,100,46,1,14/09/2023 16:19,R_12nKyqc63ySNSdU,,,,,-37.8159,144.9669,anonymous,EN,P23,1,2,,,,11,17,7,7,7,7,6,6,7,6,8,8
14/09/2023 17:23,14/09/2023 17:25,0,128.250.0.206,100,91,1,14/09/2023 17:25,R_1pANSR8qL47pTzT,,,,,-37.8159,144.9669,anonymous,EN,P24,3,6,,2,,10,9,2,2,2,2,1,2,1,2,2,1
14/09/2023 17:29,14/09/2023 17:30,0,128.250.0.206,100,60,1,14/09/2023 17:30,R_2wMumHEefYl7pve,,,,,-37.8159,144.9669,anonymous,EN,P24,2,3,,1,1,8,10,2,2,4,2,1,1,4,1,3,1
14/09/2023 17:34,14/09/2023 17:35,0,128.250.0.206,100,67,1,14/09/2023 17:35,R_2tumB69r2WwI2Qa,,,,,-37.8159,144.9669,anonymous,EN,P24,1,2,,2,,8,11,1,3,5,2,1,1,5,1,2,1
14/09/2023 17:39,14/09/2023 17:40,0,128.250.0.206,100,63,1,14/09/2023 17:40,R_XWVeZZAh08n99Id,,,,,-37.8159,144.9669,anonymous,EN,P24,5,3,,2,,7,8,1,1,6,1,1,,6,1,1,1
14/09/2023 17:44,14/09/2023 17:44,0,128.250.0.206,100,53,1,14/09/2023 17:44,R_YQhINylR7hrY6qJ,,,,,-37.8159,144.9669,anonymous,EN,P24,4,4,,,,6,9,1,2,7,3,1,1,7,2,1,1
18/09/2023 9:30,18/09/2023 9:33,0,128.250.0.198,100,167,1,18/09/2023 9:33,R_2RWCzicW32qnPL8,,,,,-37.8159,144.9669,anonymous,EN,P25,3,1,5,7,,9,8,4,6,4,6,4,6,4,5,4,4
18/09/2023 9:37,18/09/2023 9:41,0,128.250.0.198,100,262,1,18/09/2023 9:41,R_Z2zRdWZzYSCr6FP,,,,,-37.8159,144.9669,anonymous,EN,P25,2,1,3,2,1,2,18,8,8,8,8,8,8,8,8,1,1
18/09/2023 9:45,18/09/2023 9:47,0,128.250.0.198,100,74,1,18/09/2023 9:47,R_3kt5h3biERXP3lS,,,,,-37.8159,144.9669,anonymous,EN,P25,1,1,1,2,1,2,18,6,6,6,6,6,6,6,6,5,6
18/09/2023 9:51,18/09/2023 9:52,0,128.250.0.198,100,61,1,18/09/2023 9:52,R_22qXrevngWWHzsd,,,,,-37.8159,144.9669,anonymous,EN,P25,5,1,3,2,1,9,9,1,1,1,1,1,1,1,1,1,1
18/09/2023 9:55,18/09/2023 9:57,0,128.250.0.198,100,63,1,18/09/2023 9:57,R_3qVvcLtYtSTbZo9,,,,,-37.8159,144.9669,anonymous,EN,P25,4,1,1,2,2,6,8,4,4,4,4,4,4,4,4,4,4
